sale_date,sale_price,sale_nbr,lat,lng,sqft,sqft_lot,year_built,year_reno,sqft_fbsmt,sqft_1,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft
2021-08-09,654950,3.0,47.690835786822575,-122.3782758719141,1080,1223,2021,0,340,370,7,7,3,2.0,2,1,1,0,0,0
2021-09-10,1980000,3.0,47.52048502859429,-122.14951890511573,3750,11431,2001,0,0,1910,11,0,3,2.0,5,2,1,0,0,750
2021-09-08,1467372,4.0,47.61221419702978,-122.01125192693723,2920,4925,2003,0,0,1270,8,0,3,2.0,4,2,0,1,0,480
2021-09-15,994950,4.0,47.717693333111896,-122.0332948726459,1670,4479,2005,0,0,1670,8,0,3,1.0,2,2,0,0,0,400
2021-09-15,1005000,2.0,47.774827626622695,-122.24288248899124,2630,5019,2016,0,0,1270,8,0,3,2.0,4,2,0,1,0,430
2021-09-01,970000,4.0,47.35597507635566,-121.99913760979096,2910,6160,2005,0,0,1330,9,0,3,2.0,3,2,0,1,0,710
2021-09-10,1320000,3.0,47.592908370174314,-122.0042873701975,2750,4501,2004,0,0,1210,7,0,3,2.0,4,2,0,1,0,400
2021-09-15,850000,3.0,47.539798417821245,-121.8886790614596,1960,4766,2006,0,0,800,7,0,4,2.0,3,2,0,1,0,400
2021-09-12,935000,3.0,47.72197525736047,-122.29001837338365,2010,2188,2016,0,400,810,8,8,3,2.0,4,2,1,1,390,0
2021-08-20,605000,5.0,47.33644776069493,-122.17285181886062,3020,5159,2003,0,0,1310,7,0,3,2.0,4,2,0,1,0,400
2021-09-08,650000,3.0,47.325257987947666,-122.16441076228747,2884,4886,2006,0,0,1278,8,0,3,2.0,4,2,0,1,0,454
2021-09-10,560000,3.0,47.71798908175468,-122.18976564399628,1220,2158,1982,0,0,490,7,0,3,2.0,2,2,0,1,0,350
2021-09-08,711813,2.0,47.30430018510667,-122.02304147585814,3460,4379,2021,0,930,1000,8,8,3,2.0,3,2,0,1,0,380
2021-09-10,640000,2.0,47.64496585612506,-121.91352094495494,1830,2873,1924,2017,0,1070,7,0,3,1.5,3,1,1,1,0,0
2021-09-15,1550000,4.0,47.54141880087538,-121.9931413875282,2460,3600,2006,0,0,1260,9,0,3,2.0,3,2,1,0,0,440
2021-09-14,1250000,3.0,47.68770822056573,-122.0419565907851,2480,3754,2005,0,0,1050,7,0,3,2.0,3,2,0,1,0,440
2021-09-08,2315990,,47.63122096636822,-122.01626523064034,4620,7487,2021,0,1190,1560,9,9,3,2.0,6,4,1,0,0,470
2021-09-10,1490000,3.0,47.42889798126626,-122.11057372266126,3580,36009,2005,0,0,2240,9,0,3,2.0,6,3,0,1,0,650
2021-09-03,710876,2.0,47.30418986898477,-122.02292766301206,2780,6342,2021,0,0,1130,8,0,3,2.0,5,2,1,1,0,390
2021-09-09,745000,3.0,47.57294299651517,-122.37167401367472,2040,2500,2008,0,570,630,7,7,3,2.0,3,2,0,1,0,240
2021-09-13,747000,3.0,47.557355381759095,-122.28368003757396,1300,765,2007,0,170,540,8,7,3,2.0,3,2,1,1,310,0
2021-09-07,2450000,2.0,47.60231565586542,-122.07562840389052,3970,10716,2021,0,0,1860,9,0,3,2.0,5,4,0,0,0,645
2021-09-15,2850000,2.0,47.53935503420401,-122.39762246671904,4720,36092,1911,0,1770,1750,10,7,4,1.5,6,3,3,1,0,0
2021-09-08,1225000,4.0,47.68662016092015,-122.09386008500454,2120,6596,2004,0,0,1000,9,0,3,2.0,3,2,0,1,0,640
2021-09-10,1650000,6.0,47.55025051763881,-122.02744536375226,3060,25375,2002,0,0,1450,9,0,3,2.0,4,2,0,1,0,680
2021-09-10,1150000,2.0,47.48462031452548,-121.77022777499482,2620,8936,2013,0,0,1380,8,0,3,2.0,4,2,1,0,0,740
2021-09-14,1875000,2.0,47.59321574528698,-122.00791068976984,3300,6101,2009,0,0,1510,9,0,3,2.0,4,2,2,0,0,580
2021-09-16,680000,3.0,47.35929372200201,-122.04471535960704,1840,4090,2011,0,0,750,7,0,3,2.0,3,2,0,1,0,380
2021-09-14,1040000,2.0,47.73970780123821,-121.9518366823132,2750,6243,2019,0,0,1100,8,0,3,2.0,4,2,0,1,0,670
2021-09-08,774000,4.0,47.591782183083275,-122.31286116268518,2040,2075,2007,0,390,800,8,8,3,2.0,3,2,0,1,0,0
2021-09-15,859356,,47.26086752855455,-122.20170717417363,4140,8551,2021,0,1250,1350,9,9,3,2.0,4,3,1,0,0,710
2021-09-08,715000,5.0,47.50946409088245,-122.17683912604376,2000,5512,2001,0,0,880,8,0,3,2.0,3,2,0,1,0,400
2021-09-16,649950,,47.71567368665465,-122.31312588303066,1150,628,2020,0,360,360,8,8,3,3.0,3,2,0,0,0,0
2021-09-12,1860000,5.0,47.566488741653785,-122.12261814745422,3400,10784,2002,0,0,1440,9,0,4,2.0,4,2,1,0,0,600
2021-09-16,935000,4.0,47.68068984276256,-122.03076496907696,1630,2490,2004,0,0,630,7,0,3,2.0,3,1,1,1,0,410
2021-09-15,873660,2.0,47.35036113468921,-122.04843055740862,3120,3600,2021,0,760,940,8,8,3,2.0,5,3,0,1,0,380
2021-09-15,854025,,47.359299381711494,-122.0252633724359,2750,4381,2021,0,0,1120,8,0,3,2.0,4,2,1,0,0,420
2021-09-16,730000,2.0,47.64917746697867,-121.9099947569923,2230,5000,2018,0,0,1550,8,0,3,2.0,3,1,1,1,0,420
2021-09-12,769000,2.0,47.307463268182794,-122.02606070304408,3130,5053,2019,0,0,1620,8,0,3,2.0,4,3,0,0,0,470
2021-08-31,908638,1.0,47.47883376153499,-121.73694247055307,2820,5513,2021,0,0,1210,9,0,3,2.0,5,2,1,0,0,430
2021-09-13,2200000,3.0,47.35399002592213,-121.93244136970704,4700,218612,2016,0,0,1800,10,0,3,2.5,5,2,1,1,0,1050
2021-09-01,575000,3.0,47.38610599287374,-122.03537427070329,1520,3171,2003,0,0,680,7,0,3,2.0,3,1,1,1,0,400
2021-09-14,1350000,2.0,47.57065423038845,-122.37462769384253,3350,5900,1999,0,750,1300,9,9,4,2.0,3,2,0,2,460,0
2021-09-03,711394,2.0,47.301688360853184,-122.03540942721536,2980,4000,2021,0,0,1140,8,0,3,2.0,4,2,0,1,0,420
2021-09-04,2650000,3.0,47.6467200247983,-122.11745962153542,3720,7560,2008,0,0,1790,10,0,3,2.0,4,2,3,0,0,790
2021-09-09,2650000,4.0,47.6467200247983,-122.11745962153542,3720,7560,2008,0,0,1790,10,0,3,2.0,4,2,3,0,0,790
2021-09-07,1760000,5.0,47.70035223673759,-121.86817434241094,3480,37000,2018,0,1420,2060,9,9,3,1.0,3,2,0,1,0,720
2021-09-07,1760000,6.0,47.70035223673759,-121.86817434241094,3480,37000,2018,0,1420,2060,9,9,3,1.0,3,2,0,1,0,720
2021-09-13,625000,2.0,47.547798304648374,-122.38757605846226,1300,1387,2011,0,290,560,8,8,3,2.0,2,1,1,1,0,0
2021-08-26,1198000,2.0,47.44565242546078,-122.111028742395,2640,12979,2021,0,0,1180,8,0,3,2.0,4,2,1,0,0,690
2021-09-13,665000,3.0,47.69119980379093,-122.3432313399613,1390,1484,2007,0,250,570,8,8,3,2.0,3,1,1,1,200,0
2021-09-10,765000,4.0,47.31733151163857,-122.25804302263478,3070,10624,1999,0,0,1270,9,0,3,2.0,5,2,0,1,0,580
2021-09-14,755000,4.0,47.25793751482031,-122.19603540681624,3030,5179,2013,0,0,1240,8,0,3,2.0,4,2,0,1,0,620
2021-09-16,840000,3.0,47.61949063030955,-122.29759550189232,1350,1133,2006,0,0,450,9,0,3,3.0,3,0,2,1,0,190
2021-09-14,670000,2.0,47.55717588940416,-122.28373725202658,1100,700,2006,0,70,490,8,7,3,2.0,2,1,1,1,330,0
2021-09-14,600000,,47.51961207207752,-122.37709632446524,1290,902,2020,0,0,430,8,0,3,3.0,2,1,1,0,0,0
2021-09-13,1639000,2.0,47.692626269999806,-122.3515079771887,2730,5001,2018,0,0,940,8,0,3,3.0,3,1,2,0,0,0
2021-09-17,534500,,47.51987841128917,-122.3762362306626,980,854,2021,0,280,350,8,7,3,2.0,2,2,0,0,0,0
2021-08-26,1900000,3.0,47.75060986972728,-122.14763016143075,4800,113256,2020,0,390,2010,10,9,3,2.0,3,3,0,2,700,530
2021-08-29,1400000,3.0,47.230151171303085,-122.01222274758214,3150,851598,2007,0,0,1500,10,0,4,2.5,3,2,1,0,0,960
2021-09-16,777500,2.0,47.39922001234761,-122.21023551855002,2940,9761,1995,0,0,1450,9,0,3,2.0,4,2,0,1,0,720
2021-09-13,850000,4.0,47.56334745383974,-122.29737666661435,2020,2750,2008,0,340,840,8,8,3,2.0,3,1,1,1,500,0
2021-09-15,1300000,,47.747665279078106,-122.216951538007,2710,9994,1999,0,0,1410,9,0,4,2.0,4,2,0,1,0,690
2021-09-08,600000,4.0,47.30676902226035,-122.28383139331883,2652,4900,2006,0,0,1128,7,0,3,2.0,4,2,0,1,0,400
2021-09-13,659950,2.0,47.2619198520977,-122.29433877047218,2610,3960,2015,0,0,1060,8,0,3,2.0,3,2,0,1,0,430
2021-09-13,750000,,47.6038271703202,-122.3084475437997,1170,883,2020,0,350,420,8,8,3,2.0,2,1,1,0,0,0
2021-09-13,745000,3.0,47.65415847896556,-122.37314265434992,940,879,2017,0,0,320,9,0,3,3.0,2,1,1,0,340,0
2021-09-14,4010000,4.0,47.55279472764315,-122.11086956827636,6020,17775,2000,0,1990,2080,12,12,3,2.0,5,2,2,1,0,990
2021-09-10,1785000,2.0,47.71040532904904,-122.11201069787025,3200,5500,2014,0,810,1300,8,8,3,2.0,4,2,2,0,0,460
2021-09-12,1775000,4.0,47.70636108041964,-122.1177025358352,2800,5400,2004,0,0,1830,9,0,3,2.0,4,2,0,1,0,440
2021-09-08,822000,3.0,47.40527460348749,-122.20685575324624,3120,5775,2002,0,0,1460,9,0,3,2.0,4,2,0,1,0,710
2021-09-19,1080000,2.0,47.73457735502283,-122.3044065531228,2750,7254,2017,0,790,790,8,8,3,2.0,4,3,0,1,0,340
2021-09-13,2265000,3.0,47.69277392440815,-122.2092736568049,3060,6624,2015,0,0,1310,9,0,3,2.0,4,2,1,0,0,420
2021-09-16,1045000,5.0,47.5715350042926,-122.3729767436678,2280,3605,2008,0,660,770,9,9,3,2.0,4,2,0,1,0,420
2021-09-15,847500,2.0,47.31799103467883,-121.86787281196428,2810,214653,2005,0,670,1340,8,7,4,2.0,3,2,0,1,0,670
2021-08-23,1815000,5.0,47.46247663119205,-121.77127546036031,3740,432551,2001,0,0,1880,10,0,3,2.0,4,2,1,1,0,790
2021-09-13,769950,,47.61729658090765,-122.31797761838364,980,530,2020,0,0,300,8,0,3,3.0,2,1,1,0,0,0
2021-09-03,480000,,47.37634599865556,-122.24017761247256,1100,5377,1995,0,0,1100,7,0,3,1.0,3,2,0,0,0,440
2021-09-17,449000,3.0,47.54893110981906,-122.37166468358492,1020,1561,2007,0,80,740,7,7,3,1.5,1,1,0,0,200,0
2021-09-17,489950,,47.5261942180913,-122.31866338624306,1080,655,2020,0,0,360,8,0,3,3.0,3,1,1,0,0,0
2021-09-14,1000000,4.0,47.56674700146379,-121.90183410586673,3320,21780,2000,0,0,1540,8,0,3,2.0,5,1,1,1,0,730
2021-09-16,1725000,4.0,47.61900443258263,-122.0468148710794,3340,10298,2004,0,0,1740,10,0,3,2.0,4,3,0,1,0,640
2021-09-15,712950,4.0,47.54302879620204,-122.37194754541588,1850,2340,2014,0,0,670,7,0,3,2.5,4,1,1,1,0,240
2021-09-15,712950,3.0,47.54302879620204,-122.37194754541588,1850,2340,2014,0,0,670,7,0,3,2.5,4,1,1,1,0,240
2021-09-08,770000,2.0,47.30549048478661,-122.02577024552755,2830,5409,2020,0,0,1360,8,0,3,2.0,4,2,0,1,0,440
2021-09-14,730000,,47.76035314259624,-122.31843855536064,1570,1073,2020,0,340,580,8,8,3,2.0,3,1,2,1,220,0
2021-09-07,1224000,,47.64164793901407,-122.32445551639849,1640,1040,2020,0,0,580,9,0,3,3.0,3,1,1,0,0,0
2021-09-10,990000,,47.64732777005974,-122.39608938523556,1740,1410,2021,0,520,610,8,8,3,2.0,4,2,1,0,0,0
2021-09-02,3375000,2.0,47.65055277562317,-122.18054530264766,4640,13221,2021,0,1260,1500,10,9,3,2.0,6,2,3,0,0,800
2021-09-01,1070250,2.0,47.74008172241489,-121.95177332364104,2970,6375,2019,0,0,1230,8,0,3,2.0,5,2,1,0,0,720
2021-09-17,2050000,2.0,47.55337500634214,-122.12707953523362,4050,19700,1999,0,880,1880,11,10,3,2.0,4,3,0,1,0,770
2021-09-16,650000,3.0,47.192310641711565,-121.97446833347496,2540,4467,2015,0,0,1090,8,0,3,2.0,4,2,0,1,0,400
2021-09-14,845000,4.0,47.342465569442375,-122.1361214430286,2790,108689,2003,0,0,2790,8,0,3,1.0,4,2,0,1,0,740
2021-09-14,739950,,47.76035061752016,-122.31822207864526,1570,1073,2020,0,340,580,8,8,3,2.0,3,1,2,1,220,0
2021-09-13,1500000,3.0,47.55440874338978,-121.98935530734886,3080,4800,2006,0,0,1410,9,0,3,2.0,4,2,0,1,0,680
2021-09-08,1049000,2.0,47.64729427223498,-121.89585650915848,3330,9151,2016,0,0,1390,9,0,3,2.0,4,2,0,1,0,640
2021-09-17,935000,2.0,47.669084467673706,-122.33969143089736,1670,1489,2007,0,290,690,8,7,3,2.0,3,2,1,1,240,0
2021-09-17,828000,5.0,47.64262051262679,-122.32686686437624,1160,860,2008,0,200,530,8,8,3,2.0,3,1,1,1,250,0
2021-09-03,624122,,47.388577182222505,-122.0390106504994,1580,6572,2021,0,0,1580,7,0,3,1.0,2,2,0,0,0,420
2021-09-11,2270000,3.0,47.56250361073148,-122.1658130346589,2910,7629,2012,0,0,1480,10,0,3,2.0,5,3,0,1,0,850
2021-09-16,798860,2.0,47.35034804610711,-122.05026497134152,2540,4539,2021,0,0,1080,8,0,3,2.0,5,2,1,0,0,380
2021-09-10,530000,3.0,47.71027190382235,-122.33281163158848,1160,1089,2008,0,80,540,8,8,3,2.0,2,2,0,1,320,0
2021-09-16,817000,3.0,47.59753754397157,-122.29923507279936,1810,1368,2008,0,610,610,8,7,3,2.0,2,1,0,1,0,0
2021-09-08,612500,2.0,47.71441278921956,-122.35606285680949,1510,1449,2006,0,330,590,8,8,3,2.0,3,1,1,1,190,0
2021-09-19,800000,5.0,47.739642796979865,-121.98003856158805,1750,9046,1999,0,0,970,7,0,4,2.0,4,2,0,1,0,530
2021-09-13,659000,,47.58612969568944,-122.31355114499068,1120,637,2021,0,360,380,8,8,3,2.0,2,1,1,0,0,0
2021-09-07,1300000,,47.44763834102497,-122.09123412060646,5060,40232,1996,0,1580,1760,10,9,4,2.0,4,4,0,0,0,830
2021-09-15,654950,,47.69083641594149,-122.37807281566012,1010,749,2021,0,310,360,7,7,3,2.0,2,1,1,0,0,0
2021-09-21,861116,4.0,47.54488522035883,-122.01096585996603,1600,2228,2013,0,0,570,8,0,3,2.0,3,2,0,1,0,510
2021-09-14,1080000,2.0,47.65314723541822,-121.90215155507252,3690,7731,2017,0,0,2080,8,0,3,2.0,5,3,0,1,0,700
2021-09-20,1200000,5.0,47.5998103632646,-122.1306787018511,2870,28757,2007,0,0,1460,8,0,3,2.0,4,2,0,1,960,100
2021-09-14,1300000,5.0,47.51982870005258,-121.87748560069744,2690,5500,2014,0,0,1250,9,0,4,2.0,4,2,1,1,0,490
2021-09-18,580000,3.0,47.33595995378555,-122.21557964415622,2030,3970,2006,0,0,880,7,0,3,2.0,3,2,0,1,0,430
2021-09-16,600000,2.0,47.54579005763297,-122.38625270250112,1320,1327,2006,0,160,580,7,7,3,2.0,3,2,0,1,180,0
2021-09-14,3449990,2.0,47.683442453643266,-122.20089899964256,4180,9781,2021,0,0,1870,10,0,3,2.0,4,2,1,1,0,590
2021-09-20,1759664,2.0,47.526878847910865,-122.20244030002182,4190,7021,2021,0,1120,1480,9,9,3,2.0,4,2,1,1,490,0
2021-09-14,930000,2.0,47.63675447164631,-122.37112775483672,1400,946,2014,0,460,430,9,9,3,2.0,3,1,1,1,0,0
2021-09-20,850000,,47.59171139557445,-122.296907795817,1710,1464,2021,0,0,570,9,0,3,3.0,4,1,1,1,0,0
2021-09-20,837170,3.0,47.559294794952706,-122.28502663050436,1730,921,2008,0,0,490,8,0,3,3.5,3,1,1,1,0,0
2021-09-16,3050000,6.0,47.616071144235704,-122.1526136313808,4200,20800,2000,0,0,2420,11,0,3,2.0,3,2,0,1,0,730
2021-09-16,930000,2.0,47.7340814100568,-122.28959787946944,2360,3082,2016,0,490,940,8,8,3,2.0,3,2,0,1,460,0
2021-09-14,797000,3.0,47.48547216438591,-122.32896574968818,2860,6607,2010,0,0,1390,9,0,3,2.0,4,2,0,1,0,650
2021-08-10,550000,2.0,47.46341549486498,-122.18055483899327,2160,7700,1999,0,705,1455,8,7,3,1.0,3,2,0,0,705,0
2021-09-20,1466000,4.0,47.76532876675463,-122.22823127304828,4280,9234,2003,0,1250,1670,10,10,3,2.0,4,3,0,1,0,730
2021-09-14,597000,5.0,47.361265375159974,-122.04097782296064,1890,3629,2005,0,0,900,7,0,3,2.0,3,2,0,1,0,440
2021-09-07,600000,6.0,47.48018331266546,-122.27913809064697,1890,4838,2002,0,160,880,8,7,3,2.0,3,2,0,1,630,0
2021-09-16,730000,2.0,47.70276992240639,-122.3615572520266,1330,1635,2007,0,190,590,8,8,3,2.0,3,2,0,1,310,0
2021-09-16,1299950,,47.4179840106348,-122.05376295020892,2330,73049,2018,0,0,2330,9,0,3,1.0,3,1,1,1,0,0
2021-09-09,1599999,3.0,47.580316886847655,-121.97165047837132,3620,6825,2004,0,0,1730,10,0,3,2.0,4,3,1,0,0,760
2021-09-14,568000,,47.69176447496743,-122.34652829881512,1140,781,2021,0,350,370,7,7,3,3.0,2,2,0,0,0,0
2021-09-03,671252,,47.38915831066795,-122.03917161323945,1690,3767,2021,0,0,1690,7,0,3,1.0,2,2,0,1,0,430
2021-09-08,720000,2.0,47.57104420885295,-122.28678424552464,1420,814,2017,0,90,480,8,7,3,3.0,3,1,1,1,200,0
2021-09-04,1099999,3.0,47.67481800930416,-122.38865862621788,2100,2732,2001,0,580,760,7,7,3,2.0,3,2,1,1,210,0
2021-09-14,500000,2.0,47.52470461361749,-122.27941130716124,1060,1149,2016,0,0,530,8,0,3,2.0,2,1,0,1,0,0
2021-09-10,550000,,47.61182752338978,-122.29520618736998,1050,497,2020,0,0,350,8,0,3,3.0,2,2,0,0,0,0
2021-09-20,1165000,,47.68967473249171,-122.3732824376386,2190,1397,2021,0,550,800,8,8,3,3.0,4,2,1,1,220,0
2021-09-20,800000,,47.65495791615577,-122.386537284769,1400,1066,2021,0,0,420,8,0,3,3.0,3,1,1,0,0,0
2021-09-14,689950,,47.7603523007276,-122.31836639598372,1520,1073,2020,0,340,540,8,8,3,2.0,3,1,2,1,220,0
2021-09-07,785500,3.0,47.66390058904286,-122.34147063381862,1230,1200,2008,0,190,520,8,8,3,2.0,3,1,1,1,200,0
2021-09-16,887327,,47.35606790194903,-122.0526478214699,2940,6081,2021,0,0,1670,8,0,3,2.0,4,2,0,1,0,420
2021-08-31,826233,,47.72841607801355,-121.98328038238448,2960,2557,2021,0,620,1180,8,8,3,2.0,3,3,0,1,360,0
2021-09-22,1430000,4.0,47.60101145775404,-121.9743129436402,2770,5630,2004,0,0,1360,9,0,3,2.0,4,2,0,1,0,610
2021-09-20,680000,4.0,47.25764387811207,-122.22188001349625,2620,7257,1999,0,0,1260,9,0,3,2.0,4,2,1,0,0,760
2021-09-18,796100,3.0,47.545802143826585,-122.36320257291322,1720,5345,2015,0,0,660,8,0,3,2.0,4,1,1,1,0,390
2021-09-17,575000,4.0,47.712576955924,-122.29776405375569,1370,1302,2000,0,270,550,7,7,3,2.0,2,1,1,1,200,0
2021-09-17,759950,,47.60386234338996,-122.30844716649686,1170,884,2020,0,350,420,8,8,3,2.0,2,1,1,0,0,0
2021-09-21,1150000,2.0,47.48340208059611,-121.77125988994942,2920,6438,2013,0,0,1220,8,0,3,2.0,4,2,1,0,0,420
2021-09-22,435000,3.0,47.54639106375901,-122.37140476286712,1570,1728,2007,0,0,580,7,0,4,3.0,5,1,0,1,0,0
2021-09-15,1399995,,47.77281453535808,-122.24156406037824,3050,4860,2021,0,0,1330,8,0,3,2.0,5,2,1,0,0,420
2021-09-17,1600000,3.0,47.75244420968892,-122.28342760733096,3090,18596,2015,0,0,1520,9,0,3,2.0,5,2,1,1,0,640
2021-09-13,525000,8.0,47.36723507404248,-122.09877289096372,1770,4338,2001,0,0,970,7,0,3,2.0,4,2,0,1,0,440
2021-09-10,1375000,2.0,47.54161094241953,-122.01072944066716,2350,4064,2013,0,0,1030,8,0,3,2.0,3,2,0,1,0,420
2021-09-22,639010,,47.19233831960373,-121.98107158189084,1890,8400,2021,0,0,760,8,0,3,2.0,3,2,0,1,0,450
2021-09-18,779000,4.0,47.54449079058867,-122.28832943962456,1600,8005,2006,0,950,650,7,7,3,1.0,3,2,0,1,0,310
2021-09-14,1505000,4.0,47.66815817015418,-122.33436306236251,2580,3210,2003,0,590,950,8,8,4,2.0,4,3,0,1,0,0
2021-09-13,540000,2.0,47.19387856471251,-121.97171344195502,2260,5775,2018,0,0,1060,7,0,3,2.0,3,2,0,1,0,400
2021-09-22,654800,3.0,47.69431861034953,-122.342850858056,1340,957,2016,0,440,505,8,8,3,2.0,3,1,1,1,0,0
2021-09-14,1760000,,47.57073007066461,-122.02366938053912,3450,5977,2021,0,0,1510,9,0,3,2.0,4,3,0,0,0,480
2021-09-22,637636,,47.38858840092871,-122.0392270650334,1690,5724,2021,0,0,1690,7,0,3,1.0,2,2,0,1,0,430
2021-09-09,1520000,4.0,47.62783920263566,-122.34783819383328,2040,1329,2005,0,0,670,10,0,3,3.0,2,1,1,1,590,0
2021-09-17,1050880,,47.474707510276126,-121.7387100996834,3520,8033,2021,0,0,1470,9,0,3,2.0,5,2,1,1,0,630
2021-09-09,884933,,47.33120694884693,-122.26151281040386,3130,6375,2021,0,0,1440,8,0,3,2.0,4,2,1,1,0,420
2021-09-02,2760000,3.0,47.63555540295669,-122.06526933717288,4960,12298,1999,0,1260,1920,11,10,4,2.0,5,3,1,1,0,775
2021-09-07,2760000,4.0,47.63555540295669,-122.06526933717288,4960,12298,1999,0,1260,1920,11,10,4,2.0,5,3,1,1,0,775
2021-09-21,695000,3.0,47.73665548283632,-121.9682072205186,1520,3800,2001,0,480,1040,7,7,3,1.0,4,2,1,0,520,0
2021-09-12,835000,3.0,47.68752561510021,-122.33865403886207,1170,785,2007,0,0,610,9,0,3,2.0,2,1,1,1,300,0
2021-09-16,785000,3.0,47.307845481170965,-122.02843209898876,3120,4510,2019,0,0,1470,8,0,3,2.0,5,3,0,1,0,440
2021-09-20,739950,,47.60366225363927,-122.3085201079729,1210,661,2021,0,0,400,8,0,3,3.0,2,1,1,0,0,0
2021-09-14,1960000,4.0,47.70660945011601,-122.11497649184292,3000,5639,2008,0,0,1530,8,0,3,2.0,4,2,0,1,0,650
2021-09-13,975500,4.0,47.67980871419802,-122.03077045629423,1630,2550,2004,0,0,630,7,0,3,2.0,3,1,1,1,0,410
2021-09-22,955000,4.0,47.47342959857169,-121.73419581935252,2550,15599,2007,0,0,1400,8,0,3,2.0,4,2,0,1,0,680
2021-09-15,1054000,4.0,47.77462104446381,-122.22666247844316,2180,5204,2003,0,0,1020,8,0,3,2.0,3,2,1,0,0,420
2021-09-22,721000,5.0,47.74507913723312,-121.98413779049685,2100,2952,2005,0,410,710,7,6,3,2.0,3,2,1,0,0,230
2021-09-19,1182905,,47.46355015169266,-122.173841474651,3954,5000,2021,0,0,1706,9,0,3,2.0,4,4,0,1,0,476
2021-09-20,585000,4.0,47.35770543882142,-122.05801799481073,1970,5361,2007,0,0,1060,7,0,4,2.0,4,2,0,1,0,420
2021-09-22,608000,4.0,47.6906629966275,-122.34259223498266,1250,1171,2007,0,230,510,8,8,3,2.0,3,1,1,1,190,0
2021-09-04,755000,,47.76035145922582,-122.3182942373004,1570,1073,2020,0,340,580,8,8,3,2.0,3,1,2,1,220,0
2021-09-14,709950,,47.760348868442016,-122.3181384730524,1520,1413,2020,0,340,540,8,8,3,2.0,3,1,2,1,220,0
2021-09-22,1150000,3.0,47.56896789611536,-122.4005456785165,2410,4361,2000,0,0,1160,8,0,3,2.0,3,2,0,1,0,470
2021-09-21,450000,3.0,47.45865835855523,-122.47544899919882,840,138520,2020,0,0,840,6,0,3,1.0,2,1,1,0,0,0
2021-09-10,625000,2.0,47.35266707061936,-122.20992137912415,2099,4050,2011,0,0,917,7,0,3,2.0,3,2,0,1,0,440
2021-09-22,669950,2.0,47.732857286868395,-122.35447745137678,1100,1592,2018,0,360,370,7,7,3,2.0,2,1,1,0,0,0
2021-09-20,672000,5.0,47.36126421338338,-122.04218201771911,2460,5000,2005,0,0,1240,7,0,3,2.0,4,2,0,1,0,420
2021-09-20,789950,,47.64725510920289,-122.39585463000232,1090,869,2021,0,0,330,8,0,3,3.0,3,1,1,0,0,0
2021-09-20,249969,5.0,47.764317136171584,-122.14839034751336,510,1367,2003,0,0,510,6,0,3,1.0,1,1,0,0,0,0
2021-09-20,880000,3.0,47.65353860818386,-122.34178287412408,1650,1366,2009,0,370,640,8,8,3,2.0,3,1,2,1,230,0
2021-09-18,755000,4.0,47.67289557452418,-122.38458054194436,1350,1182,2013,0,480,520,8,8,3,2.0,3,1,1,1,0,0
2021-09-16,1000000,5.0,47.77463231269907,-122.15758755631542,2050,4876,2005,0,0,850,8,0,3,2.0,3,2,0,1,0,690
2021-09-20,1025000,2.0,47.73870095670399,-121.9542712648856,3280,6205,2018,0,490,1380,8,8,3,2.0,3,2,1,0,440,0
2021-09-10,800000,2.0,47.37725892560977,-122.17636921955908,2990,3834,2018,0,380,1190,8,8,3,2.0,4,2,1,0,440,0
2021-09-21,775000,4.0,47.66597777760629,-122.36663892553726,1380,1325,2006,0,200,590,8,8,3,2.0,3,1,1,0,270,0
2021-08-27,2500000,4.0,47.67275221714159,-122.1883752855723,4700,10183,2002,0,2040,2660,11,11,3,1.0,4,3,0,1,620,120
2021-09-18,1960000,2.0,47.54439536601183,-122.1186099166114,2980,13388,2000,0,0,1590,10,0,3,2.0,4,3,0,1,0,690
2021-09-10,892589,,47.35980750852543,-122.02606110611316,2560,4116,2021,0,0,1000,8,0,3,2.0,4,2,0,1,0,510
2021-09-17,570000,5.0,47.499419984014864,-122.25562845303344,1480,3414,1999,0,0,750,7,0,3,2.0,4,1,1,1,480,0
2021-09-02,742388,2.0,47.303999944880246,-122.02440692182178,2600,4000,2021,0,0,1080,8,0,3,2.0,3,1,1,1,0,420
2021-09-21,1340000,2.0,47.475712755134055,-122.1257421408765,3450,9005,2021,0,0,1620,8,0,3,2.0,5,2,1,0,0,500
2021-09-10,2019359,2.0,47.527037925130415,-122.20369150627924,4130,7521,2021,0,710,1530,9,9,3,2.0,6,2,3,0,0,640
2021-09-19,1830000,3.0,47.59626501504528,-122.01725731822036,3150,9807,2001,0,0,1550,9,0,4,2.0,4,3,0,0,0,790
2021-09-22,675000,5.0,47.3703142239133,-122.01734877824993,2250,4200,2015,0,0,970,8,0,3,2.0,3,2,0,1,0,490
2021-09-21,675000,4.0,47.468244603537855,-122.28463190860568,2130,7656,2002,0,0,1010,8,0,3,2.0,4,2,0,1,0,690
2021-09-08,926100,2.0,47.48296879639362,-122.14200727371332,2170,6508,2006,0,0,1050,8,0,3,2.0,3,2,0,1,0,520
2021-09-15,3250000,3.0,47.5557725383668,-122.1475056200362,4150,50716,2020,0,1500,1520,11,10,3,2.0,4,3,0,2,0,620
