id,address,latitude,longitude,lastSalePrice,squareFootage,lotSize,bedrooms,bathrooms,propertyType,lastSaleDate
"7060-Lincoln-Park-Way-SW,-Seattle,-WA-98136","7060 Lincoln Park Way SW, Seattle, WA 98136",47.539950,-122.394504,6297600,725,5000,1,1.0,Apartment,2025-10-06
"7704-45th-Ave-SW,-Seattle,-WA-98136","7704 45th Ave SW, Seattle, WA 98136",47.533860,-122.389986,1150000,2600,7500,3,1.5,Single Family,2025-10-01
"4308-Sw-Portland-St,-Seattle,-WA-98136","4308 Sw Portland St, Seattle, WA 98136",47.533125,-122.387908,836000,1420,5248,2,2.0,Single Family,2025-11-06
"4113-Sw-Ida-St,-Seattle,-WA-98136","4113 Sw Ida St, Seattle, WA 98136",47.534146,-122.385276,500000,550,5100,1,1.0,Single Family,2025-10-09
"3823-Sw-Holden-St,-Seattle,-WA-98126","3823 Sw Holden St, Seattle, WA 98126",47.533352,-122.381695,760000,1280,5380,3,1.5,Single Family,2025-10-24
"4115-Sw-Elmgrove-St,-Seattle,-WA-98136","4115 Sw Elmgrove St, Seattle, WA 98136",47.530504,-122.385509,1100000,1900,8461,3,2.0,Single Family,2026-01-16
"8213-37th-Ave-SW,-Seattle,-WA-98126","8213 37th Ave SW, Seattle, WA 98126",47.529386,-122.379610,880000,2000,4186,3,1.5,Single Family,2025-12-15
"3701-Sw-Southern-St,-Seattle,-WA-98126","3701 Sw Southern St, Seattle, WA 98126",47.529607,-122.379533,950000,2610,4353,5,2.5,Single Family,2025-10-31
"8222-35th-Ave-SW,-Seattle,-WA-98126","8222 35th Ave SW, Seattle, WA 98126",47.529070,-122.376210,790000,1220,4800,3,1.0,Single Family,2025-10-24
"3702-Sw-Cloverdale-St,-Seattle,-WA-98126","3702 Sw Cloverdale St, Seattle, WA 98126",47.526318,-122.379665,1200000,2180,7768,4,2.0,Single Family,2025-10-22
"3734-Sw-Tillman-St,-Seattle,-WA-98126","3734 Sw Tillman St, Seattle, WA 98126",47.527120,-122.380822,700000,1340,4961,4,1.5,Single Family,2025-10-24
"3703-Sw-Tillman-St,-Seattle,-WA-98126","3703 Sw Tillman St, Seattle, WA 98126",47.526704,-122.379552,695950,1710,5260,3,1.5,Single Family,2025-11-14
"3717-Sw-Tillman-St,-Seattle,-WA-98126","3717 Sw Tillman St, Seattle, WA 98126",47.526738,-122.380142,926000,2320,7735,4,1.0,Single Family,2025-12-24
"8841-36th-Ave-SW,-Seattle,-WA-98126","8841 36th Ave SW, Seattle, WA 98126",47.523446,-122.378414,274000,1700,6415,3,1.5,Single Family,2025-10-28
"4009-Sw-Trenton-St,-Seattle,-WA-98136","4009 Sw Trenton St, Seattle, WA 98136",47.524196,-122.383534,1350000,2620,6806,3,1.5,Single Family,2025-10-20
"4224-Sw-Donovan-St,-Seattle,-WA-98136","4224 Sw Donovan St, Seattle, WA 98136",47.525643,-122.385672,1820000,3040,7800,5,2.0,Single Family,2025-10-17
"4207A-Sw-Thistle-St,-Seattle,-WA-98136","4207A Sw Thistle St, Seattle, WA 98136",47.528344,-122.386442,820000,2044,5000,3,1.5,Condo,2025-10-03
"8309-California-Ave-SW,-Seattle,-WA-98136","8309 California Ave SW, Seattle, WA 98136",47.528989,-122.387778,1200000,2740,4320,3,2.5,Single Family,2025-10-21
"4110-Sw-Rose-St,-Seattle,-WA-98136","4110 Sw Rose St, Seattle, WA 98136",47.529421,-122.385239,1325000,2260,6339,5,1.5,Single Family,2025-10-14
"9165-45th-Ave-SW,-Apt-2,-Seattle,-WA-98136","9165 45th Ave SW, Apt 2, Seattle, WA 98136",47.521709,-122.390583,615000,1036,12348,2,2.0,Condo,2025-10-24
"4337-Sw-Trenton-St,-Seattle,-WA-98136","4337 Sw Trenton St, Seattle, WA 98136",47.524619,-122.389101,1200000,2360,4000,3,3.0,Single Family,2025-10-29
"8877-42nd-Ave-SW,-Seattle,-WA-98136","8877 42nd Ave SW, Seattle, WA 98136",47.523297,-122.387030,1500000,2800,7200,3,1.5,Single Family,2025-10-30
"9338-Forest-Ct-SW,-Seattle,-WA-98136","9338 Forest Ct SW, Seattle, WA 98136",47.518688,-122.385246,830000,1920,10730,5,2.0,Single Family,2025-10-09
"2823-Sw-Roxbury-St,-Seattle,-WA-98126","2823 Sw Roxbury St, Seattle, WA 98126",47.516748,-122.369627,5826929,1500,5000,3,2.0,,2025-10-27
"9304-32nd-Ave-SW,-Seattle,-WA-98126","9304 32nd Ave SW, Seattle, WA 98126",47.519662,-122.374106,645000,810,5200,3,1.0,Single Family,2025-10-03
"8849-35th-Ave-SW,-Seattle,-WA-98126","8849 35th Ave SW, Seattle, WA 98126",47.523084,-122.377121,2225000,550,12197,1,1.0,Apartment,2025-09-30
"9408-26th-Ave-SW,-Seattle,-WA-98106","9408 26th Ave SW, Seattle, WA 98106",47.518833,-122.365534,625000,1020,8320,4,1.0,Single Family,2025-10-27
"8628-22nd-Ave-SW,-Seattle,-WA-98106","8628 22nd Ave SW, Seattle, WA 98106",47.525696,-122.361400,975000,2150,7662,4,3.0,Single Family,2025-10-20
"9012-25th-Ave-SW,-Unit-201D,-Seattle,-WA-98106","9012 25th Ave SW, Unit 201D, Seattle, WA 98106",47.522200,-122.364360,325000,1016,81726,2,2.0,Condo,2025-10-28
"8424-25th-Ave-Sw-Unit-C,-Seattle,-WA-98106","8424 25th Ave Sw Unit C, Seattle, WA 98106",47.527501,-122.364145,425000,1014,197724,2,1.5,Condo,2025-10-15
"7936-29th-Ave-SW,-Seattle,-WA-98126","7936 29th Ave SW, Seattle, WA 98126",47.530744,-122.369511,945000,2430,7680,5,3.0,Single Family,2025-12-02
"8418-31st-Ave-SW,-Seattle,-WA-98126","8418 31st Ave SW, Seattle, WA 98126",47.527625,-122.372217,535000,1435,7562,3,2.0,Single Family,2025-10-07
"3609-Sw-Holden-St,-Seattle,-WA-98126","3609 Sw Holden St, Seattle, WA 98126",47.533169,-122.378476,825000,2180,7627,3,2.0,Single Family,2025-10-17
"7716-32nd-Ave-SW,-Seattle,-WA-98126","7716 32nd Ave SW, Seattle, WA 98126",47.533154,-122.373508,719950,2000,6150,5,2.0,Single Family,2025-11-21
"7555-32nd-Ave-Sw-Unit-B,-Seattle,-WA-98126","7555 32nd Ave Sw Unit B, Seattle, WA 98126",47.533897,-122.374299,959000,1080,1799,3,2.5,Single Family,2026-01-30
"2490-Sw-Webster-St,-Seattle,-WA-98106","2490 Sw Webster St, Seattle, WA 98106",47.535694,-122.365080,715000,1270,2509,3,2.5,Single Family,2025-10-22
"7945-Delridge-Way-SW,-Seattle,-WA-98106","7945 Delridge Way SW, Seattle, WA 98106",47.530501,-122.360808,482500,1170,5600,3,1.0,Single Family,2025-09-30
"7949-Delridge-Way-SW,-Seattle,-WA-98106","7949 Delridge Way SW, Seattle, WA 98106",47.530367,-122.360810,482500,980,5600,3,1.0,Single Family,2025-09-30
"7934-20th-Ave-SW,-Seattle,-WA-98106","7934 20th Ave SW, Seattle, WA 98106",47.530861,-122.358777,480000,760,5120,2,1.0,Single Family,2025-11-12
"7749-17th-Ave-SW,-Seattle,-WA-98106","7749 17th Ave SW, Seattle, WA 98106",47.532234,-122.356784,660000,920,5160,3,1.0,Single Family,2025-10-14
"2452-Sw-Webster-St,-Seattle,-WA-98106","2452 Sw Webster St, Seattle, WA 98106",47.536430,-122.364856,615000,1320,1957,2,2.5,Single Family,2025-10-29
"1400-Sw-Thistle-St,-Seattle,-WA-98106","1400 Sw Thistle St, Seattle, WA 98106",47.528479,-122.353168,875000,2600,8104,5,2.0,Single Family,2025-10-29
"8139-14th-Ave-SW,-Seattle,-WA-98106","8139 14th Ave SW, Seattle, WA 98106",47.528961,-122.353004,750000,2090,8480,4,1.5,Single Family,2025-10-10
"8150-13th-Ave-SW,-Seattle,-WA-98106","8150 13th Ave SW, Seattle, WA 98106",47.528682,-122.351449,517000,550,4001,2,1.0,Single Family,2025-10-16
"5033-25th-Ave-Sw-Unit-A,-Seattle,-WA-98106","5033 25th Ave Sw Unit A, Seattle, WA 98106",47.556408,-122.364765,575000,2460,4970,4,3.0,Townhouse,2025-12-30
"612-S-Lucile-St,-Seattle,-WA-98108","612 S Lucile St, Seattle, WA 98108",47.553598,-122.326205,2650000,1100,3300,3,1.0,Single Family,2025-11-21
"3932-14th-Ave-S,-Seattle,-WA-98108","3932 14th Ave S, Seattle, WA 98108",47.567997,-122.314489,540000,1240,1338,3,2.0,Single Family,2025-10-20
